"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation","Genome","RNA Seq"
"Thymallus thymallus","","Grayling","Fish","36185","ASM434828v1","GCA_004348285.1","1,564,817,702","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Thymelicus sylvestris","","Small skipper","Lepidoptera","272628","ilThySylv1.1","GCA_911387775.1","470,710,341","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thymelicus sylvestris","","Small skipper","Lepidoptera","272628","ilThySylv1.1_alternate_haplotype","GCA_911387695.1","455,065,439","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tinea semifulvella","","Moths","Lepidoptera","1101063","ilTinSemi1.1_alternate_haplotype","GCA_910589255.1","589,249,846","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tinea semifulvella","","Moths","Lepidoptera","1101063","ilTinSemi1.1","GCA_910589645.1","596,584,503","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tinea trinotella","","Moths","Lepidoptera","1594354","ilTinTrin1.1","GCA_905220615.1","371,722,122","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tinea trinotella","","Moths","Lepidoptera","1594354","ilTinTrin1.1_alternate_haplotype","GCA_905220625.1","369,802,652","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Trachinotus ovatus","","Derbio","Fish","173339","golden_pompano_genome_assembly_version_2","GCA_900607315.1","648,062,395","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Trachurus trachurus","","Atlantic horse mackerel","Fish","36212","fTraTra1.1","GCA_905171665.1","820,146,742","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Trachypithecus francoisi","","Francois's langur","Mammals","54180","Tfra_2.0","GCA_009764315.1","2,875,554,650","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Trachypithecus francoisi","","Francois's langur (Black)","Mammals","54180","Trachy_franco_1.0","GCA_009764325.1","2,902,133,109","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tragelaphus strepsiceros","","Greater kudu","Mammals","9946","GTK","GCA_006410795.1","2,867,754,166","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Trematomus bernacchii","","Emerald rockcod","Fish","40690","fTreBer1.1","GCA_902827165.1","867,125,071","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Trichechus manatus latirostris","","Florida manatee","Mammals","127582","TriManLat1.0","GCA_000243295.1","3,103,808,406","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Trichogramma pretiosum","","Parasitoid wasp (Unisexual culture from Peru)","Arthropods","7493","Tpre_2.0","GCA_000599845.3","187,641,947","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Triplophysa siluroides","","Catfish-like loach","Fish","422203","ASM603009v1","GCA_006030095.1","583,428,323","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Triplophysa tibetana","","Triplophysa tibetana","Fish","1572043","ASM836982v1","GCA_008369825.1","652,930,317","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tropheus moorii","","Blunthead cichlid","Fish","8150","TMv1.0","GCA_902810505.1","911,126,605","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tursiops aduncus","","Indo-pacific bottlenose dolphin","Mammals","79784","ASM322739v1","GCA_003227395.1","2,503,928,010","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tursiops truncatus","","Common bottlenose dolphin","Mammals","9739","mTurTru1.mat.Y","GCA_011762595.1","2,378,522,213","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tyto alba alba","","Barn owl","Birds","507980","genome_assembly_l500","GCA_902150015.1","1,219,191,878","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Ursus arctos horribilis","","Brown bear","Mammals","116960","ASM358476v1","GCA_003584765.1","2,328,659,882","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa atalanta","","Red admiral","Lepidoptera","42275","ilVanAtal1.1","GCA_905147765.1","370,420,876","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa atalanta","","Red admiral","Lepidoptera","42275","ilVanAtal1.1_alternate_haplotype","GCA_905147705.1","345,513,688","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa atalanta","","Red admiral","Lepidoptera","42275","ilVanAtal1.2_alternate_haplotype","GCA_905147705.2","345,513,609","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa atalanta","","Red admiral","Lepidoptera","42275","ilVanAtal1.2","GCA_905147765.2","370,420,815","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa cardui","","Painted lady","Lepidoptera","171605","ilVanCard2.1","GCA_905220365.1","424,798,336","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vanessa cardui","","Painted lady","Lepidoptera","171605","ilVanCard2.1_alternate_haplotype","GCA_905220355.1","400,957,847","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Verasper variegatus","","Spotted halibut","Fish","82366","ysfri_vvar_1.0","GCA_013332515.1","545,339,360","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Verasper variegatus","","Spotted halibut","Fish","82366","ASM1239343v1","GCA_012393435.1","556,789,779","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Vespa velutina","","Wasps, ants, and bees","Arthropods","202808","iVesVel2.1","GCA_912470025.1","193,976,845","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vespula germanica","","Wasps, ants, and bees","Arthropods","30212","iyVesGerm1.1","GCA_905340365.1","205,771,445","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vespula germanica","","Wasps, ants, and bees","Arthropods","30212","iyVesGerm1.1_alternate_haplotype","GCA_905340295.1","196,453,834","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vespula vulgaris","","Wasps, ants, and bees","Arthropods","7454","iyVesVulg1.1_alternate_haplotype","GCA_905404185.1","185,444,329","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vespula vulgaris","","Wasps, ants, and bees","Arthropods","7454","iyVesVulg1.1","GCA_905475345.1","188,185,082","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vicugna pacos huacaya","","Alpaca","Mammals","273913","Vi_pacos_V1.0","GCA_000767525.1","2,013,701,362","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Vicugna vicugna mensalis","","Vicugna","Mammals","273917","ASM1326549v1","GCA_013265495.1","2,026,803,740","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Vigna unguiculata","","Cowpea (IT97K-499-35)","Plants","3917","ASM411807v1","GCA_004118075.1","519,066,764","JGI","FASTA/GTF/GFF3/TSV","FASTA",""
"Vitis vinifera","","Wine grape (PN40024)","Plants","29760","PN40024.v4","GCA_910591555.1","475,604,073","IGGP","FASTA/GTF/GFF3/TSV","FASTA",""
"Volucella inanis","NEW","Flies","Arthropods","226151","idVolInan1.1","GCA_907269105.1","961,446,857","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Volucella inanis","NEW","Flies","Arthropods","226151","idVolInan1.1_alternate_haplotype","GCA_907269115.1","878,040,916","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Vulpes lagopus","","Arctic fox","Mammals","494514","VulLag_v1_BIUU","GCA_004023825.1","2,688,561,625","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Xenopus laevis","","African clawed frog (J_2021)","Amphibians","8355","Xenopus_laevis_v10.1","GCA_017654675.1","2,742,469,346","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Xenopus tropicalis","","Tropical clawed frog","Amphibians","8364","UCB_Xtro_10.0","GCA_000004195.4","1,451,301,209","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Xestia xanthographa","","Moths","Lepidoptera","988049","ilXesXant1.1_alternate_haplotype","GCA_905147755.1","878,413,348","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Xestia xanthographa","","Moths","Lepidoptera","988049","ilXesXant1.1","GCA_905147715.1","933,866,612","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Xylota sylvarum","NEW","Flies","Arthropods","374264","idXylSylv2.1_alternate_haplotype","GCA_905220405.1","442,946,703","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Xylota sylvarum","NEW","Flies","Arthropods","374264","idXylSylv2.1","GCA_905220385.1","534,819,879","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Zalophus californianus","","California sea lion","Mammals","9704","mZalCal1.pri","GCA_009762305.1","2,408,641,788","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Zalophus californianus","","California sea lion","Mammals","9704","mZalCal1.pri.v2","GCA_009762305.2","2,409,668,595","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Zootoca vivipara","","Common lizard","Reptiles","8524","UG_Zviv_1","GCA_011800845.1","1,464,283,545","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Zygaena filipendulae","","Moths","Lepidoptera","287375","ilZygFili1.1","GCA_907165275.1","365,947,433","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Zygaena filipendulae","","Moths","Lepidoptera","287375","ilZygFili1.1_alternate_haplotype","GCA_907165265.1","342,800,128","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
